Date,Country,Cases,Deaths
5/1/2003,Singapore,201,25
5/1/2003,South Africa,1,0
5/1/2003,Spain,1,0
5/1/2003,Sweden,3,0
5/1/2003,Switzerland,1,0
5/1/2003,Thailand,7,2
5/1/2003,United Kingdom,6,0
5/1/2003,United States,54,0
5/1/2003,Viet Nam,63,5
5/1/2003,Total,5865,391
5/2/2003,Australia,4,0
5/2/2003,Brazil,2,0
5/2/2003,Bulgaria,1,0
5/2/2003,Canada,149,22
5/2/2003,China,3799,181
5/2/2003,Hong Kong,1611,170
5/2/2003,China,1,0
5/2/2003,Taiwan,100,8
5/2/2003,France,5,0
5/2/2003,Germany,7,0
5/2/2003,Indonesia,2,0
5/2/2003,Italy,9,0
5/2/2003,Kuwait,1,0
5/2/2003,Malaysia,6,2
5/2/2003,Mongolia,8,0
5/2/2003,New Zealand,1,0
5/2/2003,Philippines,3,2
5/2/2003,Poland,1,0
5/2/2003,Republic of Ireland,1,0
5/2/2003,Republic of Korea,1,0
5/2/2003,Romania,1,0
5/2/2003,Singapore,203,25
5/2/2003,South Africa,1,0
5/2/2003,Spain,1,0
5/2/2003,Sweden,3,0
5/2/2003,Switzerland,1,0
5/2/2003,Thailand,7,2
5/2/2003,United Kingdom,6,0
5/2/2003,United States,56,0
5/2/2003,Viet Nam,63,5
5/2/2003,Total,6054,417
5/3/2003,Australia,4,0
5/3/2003,Brazil,2,0
5/3/2003,Bulgaria,1,0
5/3/2003,Canada,149,22
5/3/2003,China,3971,190
5/3/2003,Hong Kong,1621,179
5/3/2003,China,1,0
5/3/2003,Taiwan,100,8
5/3/2003,France,5,0
5/3/2003,Germany,7,0
5/3/2003,Indonesia,2,0
5/3/2003,Italy,9,0
5/3/2003,Kuwait,1,0
5/3/2003,Malaysia,6,2
5/3/2003,Mongolia,8,0
5/3/2003,New Zealand,1,0
5/3/2003,Philippines,3,2
5/3/2003,Poland,1,0
5/3/2003,Republic of Ireland,1,0
5/3/2003,Republic of Korea,1,0
5/3/2003,Romania,1,0
5/3/2003,Singapore,203,25
5/3/2003,South Africa,1,0
5/3/2003,Spain,1,0
5/3/2003,Sweden,3,0
5/3/2003,Switzerland,1,0
5/3/2003,Thailand,7,2
5/3/2003,United Kingdom,6,0
5/3/2003,United States,54,0
5/3/2003,Viet Nam,63,5
5/3/2003,Total,6234,435
5/4/2003,Australia,6,0
5/4/2003,Brazil,2,0
5/4/2003,Bulgaria,1,0
5/4/2003,Canada,143,23
5/4/2003,China,5124,267
5/4/2003,Hong Kong,1698,227
5/4/2003,China,1,0
5/4/2003,Taiwan,238,30
5/4/2003,Colombia,1,0
5/4/2003,Finland,1,0
5/4/2003,France,7,0
5/4/2003,Germany,9,0
5/4/2003,India,3,0
5/4/2003,Indonesia,2,0
5/4/2003,Italy,9,0
5/4/2003,Kuwait,1,0
5/4/2003,Malaysia,7,2
5/4/2003,Mongolia,9,0
5/4/2003,New Zealand,1,0
5/4/2003,Philippines,10,2
5/4/2003,Republic of Ireland,1,0
5/4/2003,Republic of Korea,3,0
5/4/2003,Romania,1,0
5/4/2003,Singapore,205,28
5/4/2003,South Africa,1,1
5/4/2003,Spain,1,0
5/4/2003,Sweden,3,0
5/4/2003,Switzerland,1,0
5/4/2003,Thailand,8,2
5/4/2003,United Kingdom,4,0
5/4/2003,United States,64,0
5/4/2003,Viet Nam,63,5
5/4/2003,Total,7628,587
5/5/2003,Australia,4,0
5/5/2003,Brazil,2,0
5/5/2003,Bulgaria,1,0
5/5/2003,Canada,148,22
5/5/2003,China,4280,206
5/5/2003,Hong Kong,1637,187
5/5/2003,China,1,0
5/5/2003,Taiwan,116,8
5/5/2003,France,5,0
5/5/2003,Germany,7,0
5/5/2003,Indonesia,2,0
5/5/2003,Italy,9,0
5/5/2003,Kuwait,1,0
5/5/2003,Malaysia,7,2
5/5/2003,Mongolia,8,0
5/5/2003,New Zealand,1,0
5/5/2003,Philippines,3,2
5/5/2003,Poland,1,0
5/5/2003,Republic of Ireland,1,0
5/5/2003,Republic of Korea,1,0
5/5/2003,Romania,1,0
5/5/2003,Singapore,204,26
5/5/2003,South Africa,1,1
5/5/2003,Spain,1,0
5/5/2003,Sweden,3,0
5/5/2003,Switzerland,1,0
5/5/2003,Thailand,7,2
5/5/2003,United Kingdom,6,0
5/5/2003,United States,61,0
5/5/2003,Viet Nam,63,5
5/5/2003,Total,6583,461
5/6/2003,Australia,4,0
5/6/2003,Brazil,2,0
5/6/2003,Bulgaria,1,0
5/6/2003,Canada,148,22
5/6/2003,China,4409,214
5/6/2003,Hong Kong,1646,193
5/6/2003,China,1,0
5/6/2003,Taiwan,116,10
5/6/2003,Colombia,1,0
5/6/2003,France,5,0
5/6/2003,Germany,7,0
5/6/2003,India,1,0
5/6/2003,Indonesia,2,0
5/6/2003,Italy,9,0
5/6/2003,Kuwait,1,0
5/6/2003,Malaysia,7,2
5/6/2003,Mongolia,8,0
5/6/2003,New Zealand,1,0
5/6/2003,Philippines,3,2
5/6/2003,Poland,1,0
5/6/2003,Republic of Ireland,1,0
5/6/2003,Republic of Korea,1,0
5/6/2003,Romania,1,0
5/6/2003,Singapore,204,27
5/6/2003,South Africa,1,1
5/6/2003,Spain,1,0
5/6/2003,Sweden,3,0
5/6/2003,Switzerland,1,0
5/6/2003,Thailand,7,2
5/6/2003,United Kingdom,6,0
5/6/2003,United States,65,0
5/6/2003,Viet Nam,63,5
5/6/2003,Total,6727,478
5/7/2003,Australia,4,0
5/7/2003,Brazil,2,0
5/7/2003,Bulgaria,1,0
5/7/2003,Canada,146,22
5/7/2003,China,4560,219
5/7/2003,Hong Kong,1654,204
5/7/2003,China,1,0
5/7/2003,Taiwan,125,11
5/7/2003,Colombia,1,0
5/7/2003,France,6,0
5/7/2003,Germany,8,0
5/7/2003,India,1,0
5/7/2003,Indonesia,2,0
5/7/2003,Italy,9,0
5/7/2003,Kuwait,1,0
5/7/2003,Malaysia,7,2
5/7/2003,Mongolia,9,0
5/7/2003,New Zealand,1,0
5/7/2003,Philippines,10,2
5/7/2003,Poland,1,0
5/7/2003,Republic of Ireland,1,0
5/7/2003,Republic of Korea,1,0
5/7/2003,Romania,1,0
5/7/2003,Singapore,204,27
5/7/2003,South Africa,1,1
5/7/2003,Spain,1,0
5/7/2003,Sweden,3,0
5/7/2003,Switzerland,1,0
5/7/2003,Thailand,7,2
5/7/2003,United Kingdom,6,0
5/7/2003,United States,65,0
5/7/2003,Viet Nam,63,5
5/7/2003,Total,6903,495
5/8/2003,Australia,4,0
5/8/2003,Brazil,2,0
5/8/2003,Bulgaria,1,0
5/8/2003,Canada,146,22
5/8/2003,China,4698,224
5/8/2003,Hong Kong,1661,208
5/8/2003,China,1,0
5/8/2003,Taiwan,131,13
5/8/2003,Colombia,1,0
5/8/2003,Finland,1,0
5/8/2003,France,6,0
5/8/2003,Germany,8,0
5/8/2003,India,1,0
5/8/2003,Indonesia,2,0
5/8/2003,Italy,9,0
5/8/2003,Kuwait,1,0
5/8/2003,Malaysia,7,2
5/8/2003,Mongolia,9,0
5/8/2003,New Zealand,1,0
5/8/2003,Philippines,10,2
5/8/2003,Poland,1,0
5/8/2003,Republic of Ireland,1,0
5/8/2003,Republic of Korea,1,0
5/8/2003,Romania,1,0
5/8/2003,Singapore,204,27
5/8/2003,South Africa,1,1
5/8/2003,Spain,1,0
5/8/2003,Sweden,3,0
5/8/2003,Switzerland,1,0
5/8/2003,Thailand,7,2
5/8/2003,United Kingdom,6,0
5/8/2003,United States,63,0
5/8/2003,Viet Nam,63,5
5/8/2003,Total,7053,506
5/9/2003,Australia,4,0
5/9/2003,Brazil,2,0
5/9/2003,Bulgaria,1,0
5/9/2003,Canada,145,22
5/9/2003,China,4805,230
5/9/2003,Hong Kong,1667,210
5/9/2003,China,1,0
5/9/2003,Taiwan,149,13
5/9/2003,Colombia,1,0
5/9/2003,Finland,1,0
5/9/2003,France,6,0
5/9/2003,Germany,9,0
5/9/2003,India,1,0
5/9/2003,Indonesia,2,0
5/9/2003,Italy,9,0
5/9/2003,Kuwait,1,0
5/9/2003,Malaysia,6,2
5/9/2003,Mongolia,9,0
5/9/2003,New Zealand,1,0
5/9/2003,Philippines,10,2
5/9/2003,Poland,1,0
5/9/2003,Republic of Ireland,1,0
5/9/2003,Republic of Korea,1,0
5/9/2003,Romania,1,0
5/9/2003,Singapore,204,27
5/9/2003,South Africa,1,1
5/9/2003,Spain,1,0
5/9/2003,Sweden,3,0
5/9/2003,Switzerland,1,0
5/9/2003,Thailand,7,2
5/9/2003,United Kingdom,6,0
5/9/2003,United States,63,0
5/9/2003,Viet Nam,63,5
5/9/2003,Total,7183,514
5/10/2003,Australia,4,0
5/10/2003,Brazil,2,0
5/10/2003,Bulgaria,1,0
5/10/2003,Canada,145,22
5/10/2003,China,4884,235
5/10/2003,Hong Kong,1674,212
5/10/2003,China,1,0
5/10/2003,Taiwan,172,18
5/10/2003,Colombia,1,0
5/10/2003,Finland,1,0
5/10/2003,France,7,0
5/10/2003,Germany,9,0
5/10/2003,India,1,0
5/10/2003,Indonesia,2,0
5/10/2003,Italy,9,0
5/10/2003,Kuwait,1,0
5/10/2003,Malaysia,7,2
5/10/2003,Mongolia,9,0
5/10/2003,New Zealand,1,0
5/10/2003,Philippines,10,2
5/10/2003,Poland,1,0
5/10/2003,Republic of Ireland,1,0
5/10/2003,Republic of Korea,1,0
5/10/2003,Romania,1,0
5/10/2003,Singapore,205,27
5/10/2003,South Africa,1,1
5/10/2003,Spain,1,0
5/10/2003,Sweden,3,0
5/10/2003,Switzerland,1,0
5/10/2003,Thailand,7,2
5/10/2003,United Kingdom,6,0
5/10/2003,United States,64,0
5/10/2003,Viet Nam,63,5
5/10/2003,Total,7296,526
5/12/2003,Australia,6,0
5/12/2003,Brazil,2,0
5/12/2003,Bulgaria,1,0
5/12/2003,Canada,143,22
5/12/2003,China,5013,252
5/12/2003,Hong Kong,1683,218
5/12/2003,China,1,0
5/12/2003,Taiwan,184,20
5/12/2003,Colombia,1,0
5/12/2003,Finland,1,0
5/12/2003,France,7,0
5/12/2003,Germany,9,0
5/12/2003,India,1,0
5/12/2003,Indonesia,2,0
5/12/2003,Italy,9,0
5/12/2003,Kuwait,1,0
5/12/2003,Malaysia,7,2
5/12/2003,Mongolia,9,0
5/12/2003,New Zealand,1,0
5/12/2003,Philippines,10,2
5/12/2003,Poland,1,0
5/12/2003,Republic of Ireland,1,0
5/12/2003,Republic of Korea,2,0
5/12/2003,Romania,1,0
5/12/2003,Singapore,205,28
5/12/2003,South Africa,1,1
5/12/2003,Spain,1,0
5/12/2003,Sweden,3,0
5/12/2003,Switzerland,1,0
5/12/2003,Thailand,7,2
5/12/2003,United Kingdom,6,0
5/12/2003,United States,64,0
5/12/2003,Viet Nam,63,5
5/12/2003,Total,7447,552
5/13/2003,Australia,6,0
5/13/2003,Brazil,2,0
5/13/2003,Bulgaria,1,0
5/13/2003,Canada,143,22
5/13/2003,China,5086,262
5/13/2003,Hong Kong,1689,225
5/13/2003,China,1,0
5/13/2003,Taiwan,207,24
5/13/2003,Colombia,1,0
5/13/2003,Finland,1,0
5/13/2003,France,7,0
5/13/2003,Germany,9,0
5/13/2003,India,3,0
5/13/2003,Indonesia,2,0
5/13/2003,Italy,9,0
5/13/2003,Kuwait,1,0
5/13/2003,Malaysia,7,2
5/13/2003,Mongolia,9,0
5/13/2003,New Zealand,1,0
5/13/2003,Philippines,10,2
5/13/2003,Republic of Ireland,1,0
5/13/2003,Republic of Korea,2,0
5/13/2003,Romania,1,0
5/13/2003,Singapore,205,28
5/13/2003,South Africa,1,1
5/13/2003,Spain,1,0
5/13/2003,Sweden,3,0
5/13/2003,Switzerland,1,0
5/13/2003,Thailand,7,2
5/13/2003,United Kingdom,4,0
5/13/2003,United States,64,0
5/13/2003,Viet Nam,63,5
5/13/2003,Total,7548,573
5/14/2003,Australia,6,0
5/14/2003,Brazil,2,0
5/14/2003,Bulgaria,1,0
5/14/2003,Canada,143,23
5/14/2003,China,5124,267
5/14/2003,Hong Kong,1698,227
5/14/2003,China,1,0
5/14/2003,Taiwan,238,30
5/14/2003,Colombia,1,0
5/14/2003,Finland,1,0
5/14/2003,France,7,0
5/14/2003,Germany,9,0
5/14/2003,India,3,0
5/14/2003,Indonesia,2,0
5/14/2003,Italy,9,0
5/14/2003,Kuwait,1,0
5/14/2003,Malaysia,7,2
5/14/2003,Mongolia,9,0
5/14/2003,New Zealand,1,0
5/14/2003,Philippines,10,2
5/14/2003,Republic of Ireland,1,0
5/14/2003,Republic of Korea,3,0
5/14/2003,Romania,1,0
5/14/2003,Singapore,205,28
5/14/2003,South Africa,1,1
5/14/2003,Spain,1,0
5/14/2003,Sweden,3,0
5/14/2003,Switzerland,1,0
5/14/2003,Thailand,8,2
5/14/2003,United Kingdom,4,0
5/14/2003,United States,64,0
5/14/2003,Viet Nam,63,5
5/14/2003,Total,7628,587
5/15/2003,Australia,6,0
5/15/2003,Brazil,2,0
5/15/2003,Bulgaria,1,0
5/15/2003,Canada,142,23
5/15/2003,China,5163,271
5/15/2003,Hong Kong,1703,234
5/15/2003,China,1,0
5/15/2003,Taiwan,264,30
5/15/2003,Colombia,1,0
5/15/2003,Finland,1,0
5/15/2003,France,7,0
5/15/2003,Germany,9,0
5/15/2003,India,3,0
5/15/2003,Indonesia,2,0
5/15/2003,Italy,9,0
5/15/2003,Kuwait,1,0
5/15/2003,Malaysia,7,2
5/15/2003,Mongolia,9,0
5/15/2003,New Zealand,1,0
5/15/2003,Philippines,12,2
5/15/2003,Republic of Ireland,1,0
5/15/2003,Republic of Korea,3,0
5/15/2003,Romania,1,0
5/15/2003,Singapore,205,28
5/15/2003,South Africa,1,1
5/15/2003,Spain,1,0
5/15/2003,Sweden,3,0
5/15/2003,Switzerland,1,0
5/15/2003,Thailand,8,2
5/15/2003,United Kingdom,4,0
5/15/2003,United States,64,0
5/15/2003,Viet Nam,63,5
5/15/2003,Total,7699,598
5/16/2003,Australia,6,0
5/16/2003,Brazil,2,0
5/16/2003,Bulgaria,1,0
5/16/2003,Canada,140,23
5/16/2003,China,5191,275
5/16/2003,Hong Kong,1706,238
5/16/2003,China,1,0
5/16/2003,Taiwan,274,35
5/16/2003,Colombia,1,0
5/16/2003,Finland,1,0
5/16/2003,France,7,0
5/16/2003,Germany,9,0
5/16/2003,India,3,0
5/16/2003,Indonesia,2,0
5/16/2003,Italy,9,0
5/16/2003,Kuwait,1,0
5/16/2003,Malaysia,7,2
5/16/2003,Mongolia,9,0
5/16/2003,New Zealand,1,0
5/16/2003,Philippines,12,2
5/16/2003,Republic of Ireland,1,0
5/16/2003,Republic of Korea,3,0
5/16/2003,Romania,1,0
5/16/2003,Singapore,205,28
5/16/2003,South Africa,1,1
5/16/2003,Spain,1,0
5/16/2003,Sweden,3,0
5/16/2003,Switzerland,1,0
5/16/2003,Thailand,8,2
5/16/2003,United Kingdom,4,0
5/16/2003,United States,65,0
5/16/2003,Viet Nam,63,5
5/16/2003,Total,7739,611
5/17/2003,Australia,6,0
5/17/2003,Brazil,2,0
5/17/2003,Canada,140,23
5/17/2003,China,5209,282
5/17/2003,Hong Kong,1710,243
5/17/2003,China,1,0
5/17/2003,Taiwan,274,35
5/17/2003,Colombia,1,0
5/17/2003,Finland,1,0
5/17/2003,France,7,0
5/17/2003,Germany,9,0
5/17/2003,India,3,0
5/17/2003,Indonesia,2,0
5/17/2003,Italy,9,0
5/17/2003,Kuwait,1,0
5/17/2003,Malaysia,7,2
5/17/2003,Mongolia,9,0
5/17/2003,New Zealand,1,0
5/17/2003,Philippines,12,2
5/17/2003,Republic of Ireland,1,0
5/17/2003,Republic of Korea,3,0
5/17/2003,Romania,1,0
5/17/2003,Singapore,205,28
5/17/2003,South Africa,1,1
5/17/2003,Spain,1,0
5/17/2003,Sweden,3,0
5/17/2003,Switzerland,1,0
5/17/2003,Thailand,8,2
5/17/2003,United Kingdom,4,0
5/17/2003,United States,66,0
5/17/2003,Viet Nam,63,5
5/17/2003,Total,7761,623
5/19/2003,Australia,6,0
5/19/2003,Brazil,2,0
5/19/2003,Canada,140,23
5/19/2003,China,5236,289
5/19/2003,Hong Kong,1714,251
5/19/2003,China,1,0
5/19/2003,Taiwan,344,40
5/19/2003,Colombia,1,0
5/19/2003,Finland,1,0
5/19/2003,France,7,0
5/19/2003,Germany,9,0
5/19/2003,India,3,0
5/19/2003,Indonesia,2,0
5/19/2003,Italy,9,0
5/19/2003,Kuwait,1,0
5/19/2003,Malaysia,7,2
5/19/2003,Mongolia,9,0
5/19/2003,New Zealand,1,0
5/19/2003,Philippines,12,2
5/19/2003,Republic of Ireland,1,0
5/19/2003,Republic of Korea,3,0
5/19/2003,Romania,1,0
5/19/2003,Singapore,206,28
5/19/2003,South Africa,1,1
5/19/2003,Spain,1,0
5/19/2003,Sweden,3,0
5/19/2003,Switzerland,1,0
5/19/2003,Thailand,8,2
5/19/2003,United Kingdom,4,0
5/19/2003,United States,67,0
5/19/2003,Viet Nam,63,5
5/19/2003,Total,7864,643
5/20/2003,Australia,6,0
5/20/2003,Brazil,2,0
5/20/2003,Canada,140,23
5/20/2003,China,5248,294
5/20/2003,Hong Kong,1718,253
5/20/2003,China,1,0
5/20/2003,Taiwan,383,52
5/20/2003,Colombia,1,0
5/20/2003,Finland,1,0
5/20/2003,France,7,0
5/20/2003,Germany,9,0
5/20/2003,India,3,0
5/20/2003,Indonesia,2,0
5/20/2003,Italy,9,0
5/20/2003,Kuwait,1,0
5/20/2003,Malaysia,7,2
5/20/2003,Mongolia,9,0
5/20/2003,New Zealand,1,0
5/20/2003,Philippines,12,2
5/20/2003,Republic of Ireland,1,0
5/20/2003,Republic of Korea,3,0
5/20/2003,Romania,1,0
5/20/2003,Singapore,206,28
5/20/2003,South Africa,1,1
5/20/2003,Spain,1,0
5/20/2003,Sweden,3,0
5/20/2003,Switzerland,1,0
5/20/2003,Thailand,8,2
5/20/2003,United Kingdom,4,0
5/20/2003,United States,67,0
5/20/2003,Viet Nam,63,5
5/20/2003,Total,7919,662
5/21/2003,Australia,6,0
5/21/2003,Brazil,2,0
5/21/2003,Canada,140,23
5/21/2003,China,5249,296
5/21/2003,Hong Kong,1719,255
5/21/2003,China,1,0
5/21/2003,Taiwan,418,52
5/21/2003,Colombia,1,0
5/21/2003,Finland,1,0
5/21/2003,France,7,0
5/21/2003,Germany,9,0
5/21/2003,India,3,0
5/21/2003,Indonesia,2,0
5/21/2003,Italy,9,0
5/21/2003,Kuwait,1,0
5/21/2003,Malaysia,8,2
5/21/2003,Mongolia,9,0
5/21/2003,New Zealand,1,0
5/21/2003,Philippines,12,2
5/21/2003,Republic of Ireland,1,0
5/21/2003,Republic of Korea,3,0
5/21/2003,Romania,1,0
5/21/2003,Singapore,206,28
5/21/2003,South Africa,1,1
5/21/2003,Spain,1,0
5/21/2003,Sweden,3,0
5/21/2003,Switzerland,1,0
5/21/2003,Thailand,8,2
5/21/2003,United Kingdom,4,0
5/21/2003,United States,66,0
5/21/2003,Viet Nam,63,5
5/21/2003,Total,7956,666
5/22/2003,Australia,6,0
5/22/2003,Brazil,2,0
5/22/2003,Canada,140,23
5/22/2003,China,5271,300
5/22/2003,Hong Kong,1722,258
5/22/2003,China,2,0
5/22/2003,Taiwan,483,60
5/22/2003,Colombia,1,0
5/22/2003,Finland,1,0
5/22/2003,France,7,0
5/22/2003,Germany,9,0
5/22/2003,India,3,0
5/22/2003,Indonesia,2,0
5/22/2003,Italy,9,0
5/22/2003,Kuwait,1,0
5/22/2003,Malaysia,8,2
5/22/2003,Mongolia,9,0
5/22/2003,New Zealand,1,0
5/22/2003,Philippines,12,2
5/22/2003,Republic of Ireland,1,0
5/22/2003,Republic of Korea,3,0
5/22/2003,Romania,1,0
5/22/2003,Singapore,206,29
5/22/2003,South Africa,1,1
5/22/2003,Spain,1,0
5/22/2003,Sweden,3,0
5/22/2003,Switzerland,1,0
5/22/2003,Thailand,8,2
5/22/2003,United Kingdom,4,0
5/22/2003,United States,65,0
5/22/2003,Viet Nam,63,5
5/22/2003,Total,8046,682
5/23/2003,Australia,6,0
5/23/2003,Brazil,2,0
5/23/2003,Canada,140,23
5/23/2003,China,5285,303
5/23/2003,Hong Kong,1724,260
5/23/2003,China,2,0
5/23/2003,Taiwan,538,60
5/23/2003,Colombia,1,0
5/23/2003,Finland,1,0
5/23/2003,France,7,0
5/23/2003,Germany,9,0
5/23/2003,India,3,0
5/23/2003,Indonesia,2,0
5/23/2003,Italy,9,0
5/23/2003,Kuwait,1,0
5/23/2003,Malaysia,8,2
5/23/2003,Mongolia,9,0
5/23/2003,New Zealand,1,0
5/23/2003,Philippines,12,2
5/23/2003,Republic of Ireland,1,0
5/23/2003,Republic of Korea,3,0
5/23/2003,Romania,1,0
5/23/2003,Singapore,206,31
5/23/2003,South Africa,1,1
5/23/2003,Spain,1,0
5/23/2003,Sweden,3,0
5/23/2003,Switzerland,1,0
5/23/2003,Thailand,8,2
5/23/2003,United Kingdom,4,0
5/23/2003,United States,65,0
5/23/2003,Viet Nam,63,5
5/23/2003,Total,8117,689
5/24/2003,Australia,6,0
5/24/2003,Brazil,2,0
5/24/2003,Canada,140,23
5/24/2003,China,5309,308
5/24/2003,Hong Kong,1724,262
5/24/2003,China,2,0
5/24/2003,Taiwan,538,60
5/24/2003,Colombia,1,0
5/24/2003,Finland,1,0
5/24/2003,France,7,0
5/24/2003,Germany,9,0
5/24/2003,India,3,0
5/24/2003,Indonesia,2,0
5/24/2003,Italy,9,0
5/24/2003,Kuwait,1,0
5/24/2003,Malaysia,8,2
5/24/2003,Mongolia,9,0
5/24/2003,New Zealand,1,0
5/24/2003,Philippines,12,2
5/24/2003,Republic of Ireland,1,0
5/24/2003,Republic of Korea,3,0
5/24/2003,Romania,1,0
5/24/2003,Singapore,206,31
5/24/2003,South Africa,1,1
5/24/2003,Spain,1,0
5/24/2003,Sweden,3,0
5/24/2003,Switzerland,1,0
5/24/2003,Thailand,8,2
5/24/2003,United Kingdom,4,0
5/24/2003,United States,65,0
5/24/2003,Viet Nam,63,5
5/24/2003,Total,8141,696
5/26/2003,Australia,6,0
5/26/2003,Brazil,2,0
5/26/2003,Canada,148,26
5/26/2003,China,5316,317
5/26/2003,Hong Kong,1726,267
5/26/2003,China,2,0
5/26/2003,Taiwan,585,72
5/26/2003,Colombia,1,0
5/26/2003,Finland,1,0
5/26/2003,France,7,0
5/26/2003,Germany,9,0
5/26/2003,India,3,0
5/26/2003,Indonesia,2,0
5/26/2003,Italy,9,0
5/26/2003,Kuwait,1,0
5/26/2003,Malaysia,5,2
5/26/2003,Mongolia,9,0
5/26/2003,New Zealand,1,0
5/26/2003,Philippines,12,2
5/26/2003,Republic of Ireland,1,0
5/26/2003,Republic of Korea,3,0
5/26/2003,Romania,1,0
5/26/2003,Singapore,206,31
5/26/2003,South Africa,1,1
5/26/2003,Spain,1,0
5/26/2003,Sweden,3,0
5/26/2003,Switzerland,1,0
5/26/2003,Thailand,8,2
5/26/2003,United Kingdom,4,0
5/26/2003,United States,65,0
5/26/2003,Viet Nam,63,5
5/26/2003,Total,8202,725
5/27/2003,Australia,6,0
5/27/2003,Brazil,2,0
5/27/2003,Canada,148,26
5/27/2003,China,5322,321
5/27/2003,Hong Kong,1728,269
5/27/2003,China,2,0
5/27/2003,Taiwan,596,76
5/27/2003,Colombia,1,0
5/27/2003,Finland,1,0
5/27/2003,France,7,0
5/27/2003,Germany,9,0
5/27/2003,India,3,0
5/27/2003,Indonesia,2,0
5/27/2003,Italy,9,0
5/27/2003,Kuwait,1,0
5/27/2003,Malaysia,5,2
5/27/2003,Mongolia,9,0
5/27/2003,New Zealand,1,0
5/27/2003,Philippines,12,2
5/27/2003,Republic of Ireland,1,0
5/27/2003,Republic of Korea,3,0
5/27/2003,Romania,1,0
5/27/2003,Singapore,206,31
5/27/2003,South Africa,1,1
5/27/2003,Spain,1,0
5/27/2003,Sweden,3,0
5/27/2003,Switzerland,1,0
5/27/2003,Thailand,8,2
5/27/2003,United Kingdom,4,0
5/27/2003,United States,65,0
5/27/2003,Viet Nam,63,5
5/27/2003,Total,8221,735
5/28/2003,Australia,6,0
5/28/2003,Brazil,2,0
5/28/2003,Canada,149,26
5/28/2003,China,5323,325
5/28/2003,Hong Kong,1730,270
5/28/2003,China,2,0
5/28/2003,Taiwan,610,81
5/28/2003,Colombia,1,0
5/28/2003,Finland,1,0
5/28/2003,France,7,0
5/28/2003,Germany,9,0
5/28/2003,India,3,0
5/28/2003,Indonesia,2,0
5/28/2003,Italy,9,0
5/28/2003,Kuwait,1,0
5/28/2003,Malaysia,5,2
5/28/2003,Mongolia,9,0
5/28/2003,New Zealand,1,0
5/28/2003,Philippines,12,2
5/28/2003,Republic of Ireland,1,0
5/28/2003,Republic of Korea,3,0
5/28/2003,Romania,1,0
5/28/2003,Singapore,206,31
5/28/2003,South Africa,1,1
5/28/2003,Spain,1,0
5/28/2003,Sweden,3,0
5/28/2003,Switzerland,1,0
5/28/2003,Thailand,8,2
5/28/2003,United Kingdom,4,0
5/28/2003,United States,66,0
5/28/2003,Viet Nam,63,5
5/28/2003,Total,8240,745
5/29/2003,Australia,6,0
5/29/2003,Brazil,2,0
5/29/2003,Canada,151,26
5/29/2003,China,5325,327
5/29/2003,Hong Kong,1732,273
5/29/2003,China,1,0
5/29/2003,Taiwan,660,81
5/29/2003,Colombia,1,0
5/29/2003,Finland,1,0
5/29/2003,France,7,0
5/29/2003,Germany,9,0
5/29/2003,India,3,0
5/29/2003,Indonesia,2,0
5/29/2003,Italy,9,0
5/29/2003,Kuwait,1,0
5/29/2003,Malaysia,5,2
5/29/2003,Mongolia,9,0
5/29/2003,New Zealand,1,0
5/29/2003,Philippines,12,2
5/29/2003,Republic of Ireland,1,0
5/29/2003,Republic of Korea,3,0
5/29/2003,Romania,1,0
5/29/2003,Singapore,206,31
5/29/2003,South Africa,1,1
5/29/2003,Spain,1,0
5/29/2003,Sweden,3,0
5/29/2003,Switzerland,1,0
5/29/2003,Thailand,8,2
5/29/2003,United Kingdom,4,0
5/29/2003,United States,66,0
5/29/2003,Viet Nam,63,5
5/29/2003,Total,8295,750
5/30/2003,Australia,6,0
5/30/2003,Brazil,2,0
5/30/2003,Canada,159,28
5/30/2003,China,5328,328
5/30/2003,Hong Kong,1736,274
5/30/2003,China,1,0
5/30/2003,Taiwan,667,81
5/30/2003,Colombia,1,0
5/30/2003,Finland,1,0
5/30/2003,France,7,0
5/30/2003,Germany,9,0
5/30/2003,India,3,0
5/30/2003,Indonesia,2,0
5/30/2003,Italy,9,0
5/30/2003,Kuwait,1,0
5/30/2003,Malaysia,5,2
5/30/2003,Mongolia,9,0
5/30/2003,New Zealand,1,0
5/30/2003,Philippines,12,2
5/30/2003,Republic of Ireland,1,0
5/30/2003,Republic of Korea,3,0
5/30/2003,Romania,1,0
5/30/2003,Singapore,206,31
5/30/2003,South Africa,1,1
5/30/2003,Spain,1,0
5/30/2003,Sweden,3,0
5/30/2003,Switzerland,1,0
5/30/2003,Thailand,8,2
5/30/2003,United Kingdom,4,0
5/30/2003,United States,66,0
5/30/2003,Viet Nam,63,5
5/30/2003,Total,8317,754
5/31/2003,Australia,6,0
5/31/2003,Brazil,2,0
5/31/2003,Canada,188,30
5/31/2003,China,5328,332
5/31/2003,Hong Kong,1739,278
5/31/2003,China,1,0
5/31/2003,Taiwan,676,81
5/31/2003,Colombia,1,0
5/31/2003,Finland,1,0
5/31/2003,France,7,0
5/31/2003,Germany,10,0
5/31/2003,India,3,0
5/31/2003,Indonesia,2,0
5/31/2003,Italy,9,0
5/31/2003,Kuwait,1,0
5/31/2003,Malaysia,5,2
5/31/2003,Mongolia,9,0
5/31/2003,New Zealand,1,0
